Test Time (s),F(kg)      millistrain
3.844,"-0.00,0,-0.0000178
0.00,-0.0000186
-0.00,-0.0000185
-0.00,-0.0000184
0.00,-0.0000192
-0.00,-0.0000201
0.00,-0.0000205
-0.00,"
4.028,"-0.0000021
0.00,"
4.21,"-0.0000026
0.00,"
4.394,"-0.0000019
-0.00,"
4.577,"-0.0000020
0.00,"
4.761,"-0.0000011
0.00,"
4.948,"-0.0000015
0.00,"
5.128,"-0.0000003
0.00,"
5.311,"-0.0000002
-0.00,"
5.494,"0.0000001
0.00,"
5.677,"-0.0000000
0.00,"
5.861,"0.0000001
0.00,"
6.061,"0.0000002
0.00,"
6.245,"-0.0000007
-0.00,"
6.428,"-0.0000004
0.00,"
6.611,"-0.0000010
0.00,"
6.794,"-0.0000007
-0.00,"
6.978,"-0.0000007
-0.00,"
7.162,"-0.0000006
0.00,"
7.346,"-0.0000000
0.00,"
7.529,"-0.0000017
0.00,"
7.711,"-0.0000018
-0.00,"
7.895,"-0.0000016
0.00,"
8.078,"-0.0000022
0.00,"
8.262,"-0.0000023
0.00,"
8.444,"-0.0000020
-0.00,"
8.628,"-0.0000028
-0.00,"
8.812,"-0.0000043
-0.00,"
8.995,"-0.0000038
0.00,"
9.179,"-0.0000042
-0.00,"
9.378,"-0.0000046
0.00,"
9.562,"-0.0000049
0.00,"
9.745,"-0.0000053
0.01,"
9.929,"-0.0000056
0.00,"
10.111,"-0.0000060
-0.00,"
10.295,"-0.0000059
0.00,"
10.479,"-0.0000056
0.00,"
10.662,"-0.0000052
0.00,"
10.846,"-0.0000053
0.00,"
11.033,"-0.0000058
-0.00,"
11.213,"-0.0000049
0.00,"
11.395,"-0.0000052
0.00,"
11.579,"-0.0000048
-0.00,"
11.763,"-0.0000043
-0.00,"
11.945,"-0.0000027
-0.00,"
12.129,"-0.0000028
0.00,"
12.312,"-0.0000023
0.00,"
12.513,"-0.0000006
-0.00,"
12.696,"-0.0000007
0.00,"
12.879,"-0.0000007
0.00,"
13.064,"-0.0000004
0.00,"
13.246,"-0.0000005
0.00,"
13.429,"-0.0000012
0.00,"
13.612,"-0.0000004
0.00,"
13.796,"0.0000002
0.00,"
13.98,"0.0000010
0.00,"
14.163,"0.0000016
0.00,"
14.346,"0.0000023
0.00,"
14.53,"0.0000024
0.00,"
14.712,"0.0000024
0.00,"
14.896,"0.0000026
0.00,"
15.079,"0.0000029
0.00,"
15.262,"0.0000019
0.00,"
15.447,"0.0000033
0.06,"
15.629,"0.0000035
0.06,"
15.829,"0.0000040
0.01,"
16.013,"0.0000044
0.00,"
16.196,"0.0000550
0.75,"
16.38,"0.0004687
2.40,"
16.563,"0.0004879
2.46,"
16.746,"0.0004279
2.47,"
16.93,"0.0003952
2.51,"
17.113,"0.0005227
4.28,"
17.297,"0.0011031
7.36,"
17.48,"0.0010939
8.02,"
17.662,"0.0008768
7.96,"
17.847,"0.0007678
7.93,"
18.03,"0.0007011
7.93,"
18.212,"0.0007599
9.58,"
18.397,"0.0014678
13.80,"
18.579,"0.0015733
15.40,"
18.764,"0.0012342
15.33,"
18.947,"0.0010660
15.28,"
19.146,"0.0009723
15.72,"
19.33,"0.0015449
20.22,"
19.514,"0.0019044
23.14,"
19.697,"0.0015882
23.45,"
19.88,"0.0012995
23.35,"
20.064,"0.0011429
23.28,"
20.247,"0.0010377
23.41,"
20.43,"0.0013646
26.65,"
20.614,"0.0018610
30.11,"
20.798,"0.0017321
31.35,"
20.981,"0.0013854
31.20,"
21.164,"0.0011356
31.00,"
21.347,"0.0009846
30.86,"
21.53,"0.0008749
30.76,"
21.713,"0.0009098
32.29,"
21.898,"0.0014376
35.77,"
22.081,"0.0015044
37.13,"
22.281,"0.0012436
36.70,"
22.464,"0.0009595
36.20,"
22.647,"0.0008048
35.86,"
22.83,"0.0006990
35.59,"
23.014,"0.0006276
35.70,"
23.197,"0.0008892
38.21,"
23.382,"0.0011291
39.92,"
23.564,"0.0010633
40.17,"
23.747,"0.0008922
39.28,"
23.93,"0.0006886
38.50,"
24.114,"0.0005708
37.96,"
24.298,"0.0004918
37.55,"
24.481,"0.0004295
37.22,"
24.664,"0.0004224
37.91,"
24.848,"0.0006914
40.06,"
25.031,"0.0007921
40.98,"
25.214,"0.0007764
40.85,"
25.399,"0.0007243
36.22,"
25.598,"0.0468690
0.77,"
25.781,"0.0599533
0.01,"
25.965,"0.0599533
0.01,"
26.149,"0.0599533
0.01,"
26.331,"0.0599533
0.00,"
26.515,"0.0599533
0.01,"
26.698,"0.0599533
0.00,"
26.881,"0.0599533
0.00,"
27.06,"0.0599533
0.00,"
27.248,"0.0599533
0.00,"
27.431,"0.0599533
0.00,"
27.614,"0.0599533
0.00,"
27.798,"0.0599533
0.00,"
27.981,"0.0599533
0.00,"
28.166,"0.0599533
0.00,"
28.348,"0.0599533
-0.00,"
28.532,"0.0599533
0.00,"
28.731,"0.0599533
0.00,"
28.916,"0.0599533
0.00,"
29.098,"0.0599533
0.00,"
29.282,"0.0599533
0.00,"
29.465,"0.0599533
-0.00,"
29.648,"0.0599533
-0.00,"
29.832,"0.0599533
-0.00,"
30.015,"0.0599533
-0.00,"
30.198,"0.0599533
-0.00,"
30.382,"0.0599533
0.00,"
30.565,"0.0599533
0.00,"
30.748,"0.0599533
-0.00,"
30.932,"0.0599533
-0.00,"
31.115,"0.0599533
-0.00,"
31.299,"0.0599533
0.00,"
31.482,"0.0599533
-0.00,"
31.665,"0.0599533
-0.00,"
31.865,"0.0599533
0.00,"
32.048,"0.0599533
-0.00,"
32.232,"0.0599533
0.00,"
32.415,"0.0599533
0.00,"
32.599,"0.0599533
-0.00,"
32.782,"0.0599533
-0.00,"
32.966,"0.0599533
-0.00,"
33.149,"0.0599533
-0.00,"
33.332,"0.0599533
-0.00,"
33.515,"0.0599533
-0.00,"
33.699,"0.0599533
-0.00,"
33.882,"0.0599533
-0.00,"
34.066,"0.0599533
-0.00,"
34.248,"0.0599533
-0.00,"
34.432,"0.0599533
-0.00,"
34.615,"0.0599533
-0.00,"
34.799,"0.0599533
0.00,"
34.983,"0.0599533
-0.00,"
35.165,"0.0599533
0.0"
35.35,"0,0.0599533
-0.0"
35.532,"0,0.0599533
-0.00"
35.715,",0.0599533
0.00"
35.916,",0.0599533
-0.00,"
36.099,"0.0599533
-0.00,"
36.283,"0.0599533
0.00,"
36.466,"0.0599533
0.00,"
36.649,"0.0599533
0.00,"
